nodo,parada,modo,grado,intermediacion,cercania,pagerank
crtm_red_transporte_madrid:2668,Llano Castellano - Herrera Oria,emt,3,0.00252,0.0418,0.000405
crtm_red_transporte_madrid:494,Almagro - Rubén Darío,emt,2,0.00252,0.0545,0.000283
crtm_red_transporte_madrid:2845,Avenida De Andalucía - Resina,emt,2,0.00251,0.0298,0.000324
crtm_red_transporte_madrid:3345,Biblioteca Miguel Hernández,emt,2,0.00251,0.0393,0.000277
crtm_red_transporte_madrid:4787,Fuentespina - Centro De Salud,emt,2,0.00251,0.0454,0.000292
crtm_red_transporte_madrid:1845,San Luis - Santos De La Humosa,emt,2,0.00249,0.0376,0.000286
crtm_red_transporte_madrid:2081,Aragoneses,emt,3,0.00248,0.038,0.000399
crtm_red_transporte_madrid:2458,Antonia Rodríguez Sacristán - Centro Salud,emt,2,0.00248,0.0389,0.000281
crtm_red_transporte_madrid:1425,Legazpi,emt,2,0.00248,0.0512,0.000235
crtm_red_transporte_madrid:51107,Carretera De Fuencarral A Hortaleza,emt,2,0.00248,0.0428,0.000289
crtm_red_transporte_madrid:830,Avenida De Moratalaz - Diego Valderrábano,emt,2,0.00248,0.049,0.000288
crtm_red_transporte_madrid:4921,Avenida De Logroño - Polideportivo,emt,2,0.00247,0.0411,0.000326
crtm_red_transporte_madrid:4597,Madrid Sur,emt,3,0.00246,0.0457,0.000388
crtm_red_transporte_madrid:156,O Donnell - Narváez,emt,2,0.00246,0.0603,0.000274
crtm_red_transporte_madrid:900,Paseo De Extremadura Km. 8,emt,2,0.00244,0.0358,0.000313
crtm_red_transporte_madrid:4164,Playa De América,emt,4,0.00244,0.0494,0.000496
crtm_red_transporte_madrid:1605,Arzobispo Morcillo - Facultad Medicina,emt,2,0.00244,0.0515,0.000261
crtm_red_transporte_madrid:2559,Sevilla,emt,3,0.00243,0.0616,0.000339
crtm_red_transporte_madrid:5921,Francisco Pi Y Margall - Alcalde Moreno Torres,emt,2,0.00243,0.0431,0.000301
crtm_red_transporte_madrid:549,Puerta De Toledo,emt,3,0.00243,0.0548,0.000347
crtm_red_transporte_madrid:61,Castellana - Ministerio Interior,emt,2,0.00242,0.0539,0.000301
crtm_red_transporte_madrid:578,Rafael Finat - Avenida De Las Águilas,emt,2,0.00242,0.0391,0.000285
crtm_red_transporte_madrid:89,Delicias - Atocha,emt,3,0.00241,0.0567,0.000378
crtm_red_transporte_madrid:4195,Avenida De Canillejas - Rusia,emt,2,0.00241,0.0476,0.000271
crtm_red_transporte_madrid:2589,Toledo - La Paloma,emt,4,0.00241,0.0555,0.000432
crtm_red_transporte_madrid:216,Arturo Soria - Aleixandre,emt,2,0.00241,0.0461,0.000268
crtm_red_transporte_madrid:4975,Cerro Negro,emt,3,0.0024,0.0526,0.000438
crtm_red_transporte_madrid:40,San Romualdo - Julián Camarillo,emt,2,0.0024,0.0517,0.000307
crtm_red_transporte_madrid:596,Templo De Debod,emt,3,0.0024,0.0531,0.000336
crtm_red_transporte_madrid:1094,Cazorla - Alcores,emt,2,0.00239,0.037,0.000302
crtm_red_transporte_madrid:3315,Sierra Toledana - Camino Valderribas,emt,2,0.00238,0.0496,0.000309
crtm_red_transporte_madrid:3817,Joaquín Turina - Parque Carlos Matallanas,emt,2,0.00238,0.0424,0.000309
crtm_red_transporte_madrid:4906,Ermita Del Santo - Avenida Del Manzanares,emt,2,0.00237,0.0472,0.000292
crtm_red_transporte_madrid:2602,General Oráa - Emilio Castelar,emt,2,0.00237,0.0531,0.000285
crtm_red_transporte_madrid:2156,Narváez - Ibiza,emt,4,0.00235,0.06,0.000499
crtm_red_transporte_madrid:492,Almagro - Zurbano,emt,2,0.00235,0.0538,0.000299
crtm_red_transporte_madrid:51053,Arturo Soria - Ángel Gordillo,emt,2,0.00235,0.0444,0.000275
crtm_red_transporte_madrid:217,Arturo Soria - Gran Vía De Hortaleza,emt,2,0.00234,0.0458,0.000271
crtm_red_transporte_madrid:10774,Guadarrama - Grandeza Española,emt,2,0.00234,0.0504,0.000262
crtm_red_transporte_madrid:4500,Consejo Superior De Deportes,emt,2,0.00234,0.0453,0.000277
crtm_red_transporte_madrid:161,Puerta De Alcalá,emt,2,0.00233,0.0595,0.00026
crtm_red_transporte_madrid:3254,Avenida De Manoteras - Oña,emt,2,0.00232,0.043,0.000309
crtm_red_transporte_madrid:3119,Marquesado De Santa Marta,emt,2,0.00232,0.0603,0.000247
crtm_red_transporte_madrid:158,O Donnell - Retiro,emt,2,0.00231,0.0594,0.000277
crtm_red_transporte_madrid:491,Alonso Martínez,emt,2,0.00231,0.0536,0.000304
crtm_red_transporte_madrid:806,Cea Bermúdez,emt,2,0.00231,0.0491,0.00031
crtm_red_transporte_madrid:4499,Senda Del Rey,emt,2,0.0023,0.0451,0.000271
crtm_red_transporte_madrid:2052,Cavanilles - Abtao,emt,3,0.0023,0.0593,0.000362
crtm_red_transporte_madrid:676,Felipe Ii,emt,3,0.0023,0.0591,0.000348
crtm_red_transporte_madrid:2280,Plaza Del Encuentro,emt,2,0.00229,0.0432,0.000297
crtm_red_transporte_madrid:3959,Las Suertes - Cañada Del Santísimo,emt,2,0.00229,0.0309,0.000317
crtm_red_transporte_madrid:2292,Valdebernardo - Luis De Hoyos,emt,2,0.00229,0.0432,0.000305
crtm_red_transporte_madrid:1624,Fermín Caballero - Isla De Tabarca,emt,3,0.00229,0.0414,0.00036
crtm_red_transporte_madrid:3964,Ensanche De Vallecas - Embalse De Pinilla,emt,3,0.00229,0.0309,0.000402
crtm_red_transporte_madrid:2718,García Tapia - Media Legua,emt,2,0.00229,0.0503,0.000321
crtm_red_transporte_madrid:4423,Canal Del Bósforo - Avenida De Canillejas,emt,2,0.00228,0.0574,0.000248
crtm_red_transporte_madrid:1446,Campos Ibáñez - Martínez Seco,emt,2,0.00228,0.0327,0.000313
crtm_red_transporte_madrid:78,Neptuno,emt,3,0.00228,0.0595,0.00034
crtm_red_transporte_madrid:345,Plaza De La Palmera,emt,2,0.00228,0.0427,0.000285
crtm_red_transporte_madrid:2164,Marqués De Lozoya,emt,3,0.00227,0.0611,0.000402
crtm_red_transporte_madrid:4741,Metro Herrera Oria,emt,2,0.00227,0.0395,0.000296
crtm_red_transporte_madrid:2871,Hospital 12 De Octubre,emt,2,0.00227,0.0359,0.000306
crtm_red_transporte_madrid:2561,Avenida De La Albufera - Sierra Del Cadi,emt,2,0.00225,0.0526,0.000258
crtm_red_transporte_madrid:5112,Minerva - Omega,emt,4,0.00225,0.0515,0.000501
crtm_red_transporte_madrid:1025,Monasterio Silos - Monasterio Sobrado,emt,3,0.00224,0.0412,0.000461
crtm_red_transporte_madrid:2220,Conde De Peñalver - Ayala,emt,2,0.00224,0.0525,0.000315
crtm_red_transporte_madrid:553,Puente San Isidro - Pontones,emt,2,0.00224,0.0443,0.000301
crtm_red_transporte_madrid:1294,Avenida De América - Instituto Barajas,emt,2,0.00223,0.0553,0.000274
crtm_red_transporte_madrid:4169,Barajas,emt,2,0.00223,0.0541,0.000275
crtm_red_transporte_madrid:4092,La Peseta - Vía Lusitana,emt,3,0.00223,0.0489,0.000342
crtm_red_transporte_madrid:1118,Parque De La Arganzuela,emt,2,0.00223,0.0514,0.000267
crtm_red_transporte_madrid:4501,Isabel Colbrand - Molinaseca,emt,2,0.00222,0.0461,0.000284
crtm_red_transporte_madrid:1614,Metro Herrera Oria,emt,3,0.00222,0.0418,0.000425
crtm_red_transporte_madrid:4637,Aquitania - República Eslovaca,emt,3,0.00222,0.0552,0.000351
crtm_red_transporte_madrid:3327,Pérez De Ayala - Benjamín Palencia,emt,2,0.00221,0.049,0.000295
crtm_red_transporte_madrid:1492,Hospital Carlos Iii,emt,2,0.00221,0.0448,0.000315
crtm_red_transporte_madrid:620,Gallur,emt,2,0.00221,0.0467,0.000278
crtm_red_transporte_madrid:2289,Luis De Hoyos,emt,2,0.00221,0.0499,0.00027
crtm_red_transporte_madrid:555,Vía Carpetana - Caramuel,emt,2,0.00221,0.0479,0.000285
crtm_red_transporte_madrid:547,Toledo - Humilladero,emt,4,0.00221,0.0546,0.000464
crtm_red_transporte_madrid:188,Melquíades Álvarez,emt,2,0.0022,0.0486,0.000279
crtm_red_transporte_madrid:1263,Media Legua,emt,2,0.0022,0.0432,0.000305
crtm_red_transporte_madrid:391,Plaza Del Liceo,emt,2,0.0022,0.0387,0.000314
crtm_red_transporte_madrid:594,Puerta De Toledo,emt,3,0.0022,0.0538,0.000341
crtm_red_transporte_madrid:640,La Peseta - Pinar De San José,emt,2,0.00219,0.0359,0.000318
crtm_red_transporte_madrid:2235,Príncipe De Vergara - María De Molina,emt,2,0.00218,0.0567,0.000263
crtm_red_transporte_madrid:2136,Paseo De La Habana - Cochabamba,emt,2,0.00218,0.0463,0.000321
crtm_red_transporte_madrid:2550,Valvanera - Tórtola,emt,2,0.00217,0.0482,0.000278
crtm_red_transporte_madrid:311,Alfonso Xiii - Pradillo,emt,2,0.00217,0.0445,0.000297
crtm_red_transporte_madrid:5645,Osa Mayor - Carretera De Húmera,emt,4,0.00216,0.0331,0.000461
crtm_red_transporte_madrid:5128,Legazpi,emt,2,0.00216,0.0562,0.000259
crtm_red_transporte_madrid:51250,Hospital 12 De Octubre - Urgencias,emt,3,0.00216,0.0343,0.000445
crtm_red_transporte_madrid:2483,Pobladura Del Valle - Avenida Canillejas,emt,2,0.00216,0.0493,0.000288
crtm_red_transporte_madrid:764,Parque Calero,emt,3,0.00215,0.0491,0.000404
crtm_red_transporte_madrid:4985,Museo Reina Sofía,emt,3,0.00215,0.0576,0.000352
crtm_red_transporte_madrid:5606,Plaza Castilla,emt,2,0.00215,0.0451,0.000279
crtm_red_transporte_madrid:4118,Paseo De La Esperanza - Vallejo Nájera,emt,2,0.00215,0.0439,0.000313
crtm_red_transporte_madrid:2213,Plaza Niño Jesús,emt,3,0.00213,0.0595,0.000348
crtm_red_transporte_madrid:1360,Fermín Caballero - Betanzos,emt,3,0.00213,0.0375,0.000391
crtm_red_transporte_madrid:2969,Barrio Aeropuerto,emt,2,0.00212,0.0601,0.000274
crtm_red_transporte_madrid:4816,Moncloa,emt,3,0.00212,0.0496,0.000389
crtm_red_transporte_madrid:2864,Monasterio Silos - Monasterio Huelgas,emt,4,0.00212,0.0408,0.000488
crtm_red_transporte_madrid:4179,Lima - Santiago Bernabéu,emt,2,0.00212,0.0445,0.000323
crtm_red_transporte_madrid:261,Nicolás Salmerón - Crematorio,emt,4,0.00211,0.0521,0.000481
crtm_red_transporte_madrid:601,Cuesta De San Vicente,emt,3,0.00211,0.0536,0.000294
crtm_red_transporte_madrid:4911,Machupichu - Mota Del Cuervo,emt,2,0.00211,0.0359,0.000301
crtm_red_transporte_madrid:4859,Los Yébenes - Illescas,emt,2,0.0021,0.0397,0.000317
crtm_red_transporte_madrid:805,Metro Islas Filipinas,emt,2,0.0021,0.0483,0.000299
crtm_red_transporte_madrid:51014,Pico De Artilleros - Corregidor Conde Maceda,emt,3,0.0021,0.0442,0.000389
crtm_red_transporte_madrid:2475,Puente Calero,emt,2,0.0021,0.0523,0.000257
crtm_red_transporte_madrid:2083,Leoneses,emt,2,0.00209,0.0374,0.000267
crtm_red_transporte_madrid:2062,José Silva - Agastia,emt,2,0.00209,0.0444,0.000264
crtm_red_transporte_madrid:832,Corregidor Alonso Aguilar,emt,2,0.00208,0.0476,0.000284
crtm_red_transporte_madrid:5511,Museo Del Prado - Jardín Botánico,emt,2,0.00208,0.0587,0.000243
crtm_red_transporte_madrid:3299,Buenos Aires - Palomeras,emt,2,0.00208,0.0444,0.000287
crtm_red_transporte_madrid:2514,Pío Felipe - Buenos Aires,emt,2,0.00206,0.0462,0.000274
crtm_red_transporte_madrid:982,Emilio Muñoz - Alfonso Gómez,emt,2,0.00205,0.0494,0.000299
crtm_red_transporte_madrid:4390,Avenida De Canillejas - Albaida,emt,3,0.00205,0.0518,0.000365
crtm_red_transporte_madrid:2148,Duque De Pastrana,emt,3,0.00205,0.044,0.00037
crtm_red_transporte_madrid:3156,Blasa Pérez - General Ricardos,emt,2,0.00204,0.0462,0.00029
crtm_red_transporte_madrid:4689,Peña Cervera - Congosto,emt,2,0.00204,0.0312,0.00032
crtm_red_transporte_madrid:762,José Banús,emt,2,0.00204,0.0511,0.000282
crtm_red_transporte_madrid:1565,Lacoma,emt,3,0.00203,0.037,0.000359
crtm_red_transporte_madrid:3078,La Elipa,emt,3,0.00203,0.0426,0.000426
crtm_red_transporte_madrid:2017,López De Hoyos - Pantoja,emt,2,0.00202,0.0477,0.000303
crtm_red_transporte_madrid:2460,Avenida De Los Poblados - Carabanchel Bajo,emt,2,0.00202,0.0379,0.000288
crtm_red_transporte_madrid:5634,Plátano,emt,2,0.00201,0.0416,0.000313
crtm_red_transporte_madrid:397,Silvano - El Algabeño,emt,3,0.00201,0.0362,0.000426
crtm_red_transporte_madrid:4354,Blanco Argibay - Paseo De La Dirección,emt,2,0.00201,0.0417,0.000285
crtm_red_transporte_madrid:814,Menéndez Pelayo - Sainz De Baranda,emt,3,0.00201,0.0592,0.000357
crtm_red_transporte_madrid:5395,Pi Y Margall - Blasco Ibáñez,emt,2,0.00201,0.042,0.000312
crtm_red_transporte_madrid:1999,Encomienda De Palacios - Valdebernardo,emt,2,0.00201,0.0473,0.000268
crtm_red_transporte_madrid:4794,Carretera De Húmera - Riaza,emt,2,0.002,0.0297,0.000326
crtm_red_transporte_madrid:4709,Rafael Salgado,emt,2,0.00199,0.0474,0.00029
crtm_red_transporte_madrid:2211,Mariano De Cavia,emt,3,0.00199,0.0603,0.000361
crtm_red_transporte_madrid:993,San Mariano - Néctar,emt,3,0.00199,0.0544,0.000386
crtm_red_transporte_madrid:4622,Polideportivo Orcasitas,emt,2,0.00199,0.043,0.000283
crtm_red_transporte_madrid:970,Francisco Villaespesa - Ezequiel Solana,emt,2,0.00197,0.0486,0.000298
crtm_red_transporte_madrid:3074,Blas De Otero - Santa Genoveva,emt,2,0.00197,0.0464,0.000307
crtm_red_transporte_madrid:530,Emilio Castelar,emt,2,0.00197,0.0556,0.000286
crtm_red_transporte_madrid:5104,Embajadores,emt,3,0.00197,0.0574,0.000326
crtm_red_transporte_madrid:901,Aviación Española,emt,2,0.00197,0.0347,0.000304
crtm_red_transporte_madrid:183,General Ampudia,emt,2,0.00196,0.034,0.000345
crtm_red_transporte_madrid:51146,Colegiata - Tirso De Molina,emt,2,0.00196,0.0527,0.000326
crtm_red_transporte_madrid:3336,Fuente Carrantona - Encomienda De Palacios,emt,2,0.00196,0.0385,0.000322
crtm_red_transporte_madrid:942,Estafeta - Navascués,emt,2,0.00196,0.0337,0.000339
crtm_red_transporte_madrid:4044,San Carlos,emt,2,0.00196,0.0511,0.000326
crtm_red_transporte_madrid:1914,Enrique Larreta,emt,2,0.00196,0.045,0.000291
crtm_red_transporte_madrid:3677,Yécora - Nanclares De Oca,emt,2,0.00196,0.0332,0.000336
crtm_red_transporte_madrid:6323,Carretera Colmenar - Regimiento,emt,2,0.00196,0.0292,0.000344
crtm_red_transporte_madrid:2464,Pelícano - Argüeso,emt,2,0.00196,0.049,0.000309
crtm_red_transporte_madrid:2582,Pablo Neruda - Lago Calafate,emt,2,0.00196,0.0368,0.00032
crtm_red_transporte_madrid:6226,Avenida De La Victoria - Sáinz De La Calleja,emt,2,0.00196,0.028,0.000344
crtm_red_transporte_madrid:3833,Las Águilas,emt,2,0.00196,0.0383,0.000314
crtm_red_transporte_madrid:4001,Metro Tetuán,emt,2,0.00196,0.0411,0.000339
crtm_red_transporte_madrid:2571,Partenón - Ribera Del Sena,emt,2,0.00196,0.0339,0.000304
crtm_red_transporte_madrid:3378,Quevedo,emt,2,0.00196,0.0461,0.000336
crtm_red_transporte_madrid:5743,Parque De Atracciones,emt,2,0.00196,0.0393,0.000342
crtm_red_transporte_madrid:2051,Mariano De Cavia,emt,2,0.00196,0.0593,0.00029
crtm_red_transporte_madrid:3189,Rafaela Ybarra - Centro Comercial,emt,2,0.00196,0.0368,0.00034
crtm_red_transporte_madrid:443,República Argentina,emt,2,0.00196,0.028,0.000345
crtm_red_transporte_madrid:2688,Braille - Molins De Rey,emt,2,0.00196,0.0362,0.000339
crtm_red_transporte_madrid:2978,Parque Del Capricho,emt,2,0.00196,0.058,0.000277
crtm_red_transporte_madrid:4750,Valderrebollo - Tineo,emt,2,0.00196,0.0322,0.000331
crtm_red_transporte_madrid:3482,Resina - San Erasmo,emt,2,0.00196,0.0231,0.000344
crtm_red_transporte_madrid:2987,Timón - Alcañiz,emt,2,0.00196,0.0513,0.00032
crtm_red_transporte_madrid:3920,San Dámaso,emt,2,0.00196,0.0421,0.000328
crtm_red_transporte_madrid:1880,San Francisco El Grande,emt,2,0.00196,0.0445,0.000337
crtm_red_transporte_madrid:5350,Cementerio Sur - Entrada Principal,emt,2,0.00196,0.0305,0.000344
crtm_red_transporte_madrid:5176,Senda Del Infante - Gloria Fuertes,emt,2,0.00196,0.0351,0.000339
crtm_red_transporte_madrid:306,Alfonso Xiii - Alhelíes,emt,2,0.00196,0.0427,0.00032
crtm_red_transporte_madrid:51184,Sierra De Guadalupe,emt,2,0.00196,0.0406,0.000322
crtm_red_transporte_madrid:5547,Ribera Del Loira - Ribera Del Sena,emt,2,0.00196,0.0316,0.000343
crtm_red_transporte_madrid:522,Galileo,emt,2,0.00196,0.042,0.000343
crtm_red_transporte_madrid:2118,Arturo Soria - Condesa De Venadito,emt,2,0.00196,0.0395,0.000321
crtm_red_transporte_madrid:5115,Minerva - Caliza,emt,2,0.00196,0.0365,0.000345
crtm_red_transporte_madrid:1866,Monte Del Gozo,emt,2,0.00196,0.0429,0.000298
crtm_red_transporte_madrid:1850,Mar De Las Antillas - Santa Susana,emt,2,0.00196,0.0351,0.000315
crtm_red_transporte_madrid:990,Avenida De Canillejas - Néctar,emt,2,0.00196,0.0544,0.000284
crtm_red_transporte_madrid:802,Vidauba - Rodrigo De Arana,emt,2,0.00196,0.0405,0.000327
crtm_red_transporte_madrid:3081,Cementerio La Almudena - Parada 2,emt,2,0.00196,0.0396,0.00033
crtm_red_transporte_madrid:3149,Blas Cabrera - Rafael Finat,emt,2,0.00196,0.0389,0.00031
crtm_red_transporte_madrid:3887,Tomás Redondo - Vía De Los Poblados,emt,2,0.00196,0.0297,0.000338
crtm_red_transporte_madrid:1995,Encomienda De Palacios - Pico Artilleros,emt,3,0.00196,0.0446,0.000392
crtm_red_transporte_madrid:3346,Biblioteca Miguel Hernández,emt,2,0.00196,0.0367,0.000325
crtm_red_transporte_madrid:4901,Arequipa - Aconcagua,emt,2,0.00196,0.0316,0.000321
crtm_red_transporte_madrid:1564,Ventisquero De La Condesa - Cerro Minguete,emt,2,0.00196,0.0355,0.000293
crtm_red_transporte_madrid:2810,Junta Municipal Villaverde,emt,2,0.00196,0.0345,0.000297
crtm_red_transporte_madrid:5806,Plaza Calicanto,emt,2,0.00196,0.0394,0.000331
crtm_red_transporte_madrid:2505,Víctor De La Serna - Colombia,emt,2,0.00196,0.0456,0.000332
crtm_red_transporte_madrid:5688,Castillo De Uclés - Hermanos García Noblejas,emt,2,0.00196,0.0296,0.000345
crtm_red_transporte_madrid:4806,Mercamadrid - Naves Auxiliares,emt,2,0.00196,0.0357,0.000344
crtm_red_transporte_madrid:51265,Luis Ocaña - Alcalde Andrés Madrid Dávila,emt,2,0.00196,0.041,0.000341
crtm_red_transporte_madrid:2633,Camino De Campamento - San Roberto,emt,2,0.00196,0.0414,0.000319
crtm_red_transporte_madrid:863,Ribera Manzanares - Santa Olalla,emt,2,0.00196,0.0453,0.000309
crtm_red_transporte_madrid:3485,Guecho - Ibaiondo,emt,2,0.00196,0.0234,0.000345
crtm_red_transporte_madrid:1902,Alonso Cano - Fernández Villaverde,emt,2,0.00196,0.0555,0.000283
crtm_red_transporte_madrid:3169,Concejal Francisco Jiménez - Viñegra,emt,2,0.00196,0.0416,0.000325
crtm_red_transporte_madrid:3871,Valcarlos - Tierra De Melide,emt,2,0.00196,0.0387,0.000332
crtm_red_transporte_madrid:3823,Ventisquero De La Condesa - Clínica Cemtro,emt,2,0.00196,0.0288,0.000344
crtm_red_transporte_madrid:231,Arturo Soria - Juan Pérez De Zúñiga,emt,2,0.00196,0.0341,0.000344
crtm_red_transporte_madrid:5181,Seseña - Centro De Salud,emt,2,0.00196,0.0349,0.000341
crtm_red_transporte_madrid:2638,Carretera De Boadilla - Centro Cultural,emt,2,0.00196,0.0314,0.000345
crtm_red_transporte_madrid:2324,Sebastián Álvaro,emt,2,0.00196,0.0398,0.000316
crtm_red_transporte_madrid:1221,Alberto Aguilera - Blasco De Garay,emt,2,0.00196,0.0445,0.000321
crtm_red_transporte_madrid:1383,Canal,emt,2,0.00196,0.0401,0.000343
crtm_red_transporte_madrid:634,Illescas - Tembleque,emt,2,0.00196,0.0407,0.000311
crtm_red_transporte_madrid:5440,Manuel Fraga Iribarne - Jordi Solé Tura,emt,2,0.00196,0.0309,0.000345
crtm_red_transporte_madrid:2857,Astillero,emt,2,0.00196,0.0309,0.000311
crtm_red_transporte_madrid:2050,Mariano De Cavia,emt,2,0.00195,0.0584,0.000251
crtm_red_transporte_madrid:2765,Carretera De Canillas - Torquemada,emt,2,0.00195,0.0351,0.000318
crtm_red_transporte_madrid:473,Motilla Del Palancar,emt,2,0.00194,0.0372,0.000303
crtm_red_transporte_madrid:4524,Cristo De La Victoria - Olvido,emt,2,0.00194,0.0428,0.00031
crtm_red_transporte_madrid:110,Alfonso Xiii - Paseo De La Habana,emt,2,0.00194,0.0473,0.000278
crtm_red_transporte_madrid:5382,Valencia De Don Juan - Patones,emt,2,0.00194,0.0416,0.000286
crtm_red_transporte_madrid:1563,Ventisquero De La Condesa - Cerro Minguete,emt,2,0.00193,0.0355,0.000278
crtm_red_transporte_madrid:357,Joaquín Turina - Las Cruces,emt,2,0.00193,0.0412,0.000311
crtm_red_transporte_madrid:2,Avenida Valdemarín - La Salle,emt,2,0.00193,0.0296,0.000327
crtm_red_transporte_madrid:4190,Pico Ocejón - Ana Teresa,emt,4,0.00192,0.0336,0.000482
crtm_red_transporte_madrid:1633,Rodríguez Castelao - Rosalía De Castro,emt,4,0.00192,0.0344,0.000534
crtm_red_transporte_madrid:563,Metro Vía Carpetana,emt,4,0.00191,0.0447,0.000502
crtm_red_transporte_madrid:297,República Dominicana,emt,2,0.00191,0.0478,0.000278
crtm_red_transporte_madrid:4168,Metro Barajas,emt,2,0.0019,0.0505,0.000277
crtm_red_transporte_madrid:3102,Vinateros - Media Legua,emt,2,0.0019,0.0425,0.000306
crtm_red_transporte_madrid:2022,Padre Claret - Ramón Y Cajal,emt,2,0.0019,0.0446,0.00027
crtm_red_transporte_madrid:5466,Torrelaguna - Avenida De Badajoz,emt,2,0.0019,0.0472,0.000282
crtm_red_transporte_madrid:51255,Cazorla - Villacarrillo,emt,2,0.0019,0.036,0.000302
crtm_red_transporte_madrid:674,Goya - Príncipe De Vergara,emt,2,0.0019,0.0567,0.000257
crtm_red_transporte_madrid:3508,Avenida Quinta,emt,3,0.0019,0.0489,0.000406
crtm_red_transporte_madrid:3188,Consenso - Generosidad,emt,2,0.0019,0.0371,0.000303
crtm_red_transporte_madrid:367,Blas Cabrera - Oliva De Plasencia,emt,2,0.00189,0.04,0.000287
crtm_red_transporte_madrid:1509,Metro Peñagrande,emt,2,0.00189,0.039,0.000301
crtm_red_transporte_madrid:1615,Colegio Valdeluz,emt,2,0.00189,0.0387,0.000297
crtm_red_transporte_madrid:1661,César Manrique - Chantada,emt,2,0.00189,0.0387,0.000283
crtm_red_transporte_madrid:4132,Pez - Jesús Del Valle,emt,2,0.00189,0.0485,0.000317
crtm_red_transporte_madrid:3955,Las Suertes - Peñaranda,emt,2,0.00189,0.0309,0.000309
crtm_red_transporte_madrid:244,Metro García Noblejas,emt,4,0.00188,0.0436,0.000482
crtm_red_transporte_madrid:1314,Avenida De Logroño - San Severo,emt,2,0.00188,0.0396,0.000324
crtm_red_transporte_madrid:242,Ascao - Julián Camarillo,emt,2,0.00188,0.0443,0.000252
crtm_red_transporte_madrid:1042,Fuentespina,emt,2,0.00187,0.0435,0.000305
crtm_red_transporte_madrid:2847,Resina - San Eustaquio,emt,2,0.00187,0.029,0.000325
crtm_red_transporte_madrid:4567,Avenida De Daroca - Apóstol Santiago,emt,2,0.00186,0.0539,0.000289
crtm_red_transporte_madrid:2662,Llano Castellano - Francisco Sancha,emt,3,0.00186,0.0458,0.000371
crtm_red_transporte_madrid:672,Goya - Velázquez,emt,2,0.00186,0.0572,0.000259
crtm_red_transporte_madrid:920,Antonio López - Inmaculada Concepción,emt,2,0.00186,0.0513,0.000259
crtm_red_transporte_madrid:7571,Avenida Carabanchel Alto - Allariz,emt,3,0.00185,0.0346,0.000449
crtm_red_transporte_madrid:3197,Orovilla - Felicidad,emt,2,0.00185,0.0399,0.000279
crtm_red_transporte_madrid:4484,Puente Praga,emt,2,0.00185,0.0495,0.000268
crtm_red_transporte_madrid:5198,Bahía De Palma - Bahía De Almería,emt,4,0.00184,0.0471,0.000425
crtm_red_transporte_madrid:3103,García Tapia - Media Legua,emt,2,0.00184,0.0423,0.0003
crtm_red_transporte_madrid:5376,Hortaleza,emt,2,0.00184,0.0582,0.000265
crtm_red_transporte_madrid:3381,General Perón - Orense,emt,2,0.00183,0.051,0.000299
crtm_red_transporte_madrid:3365,Tierno Galván - Planetario,emt,2,0.00183,0.0513,0.00028
crtm_red_transporte_madrid:3290,Arzobispo Morcillo - Julio Palacios,emt,2,0.00182,0.0492,0.000279
crtm_red_transporte_madrid:5535,Castiello De Jaca - Berdún,emt,2,0.00181,0.0461,0.000283
crtm_red_transporte_madrid:816,Hospital Niño Jesús,emt,3,0.00181,0.0578,0.000361
crtm_red_transporte_madrid:5404,Metro Virgen Del Cortijo,emt,2,0.00181,0.0508,0.000294
crtm_red_transporte_madrid:3632,Jacobeo - Pinar De San José,emt,2,0.0018,0.0352,0.000312
crtm_red_transporte_madrid:4684,Congosto - Puerto Porzuna,emt,2,0.0018,0.0356,0.000284
crtm_red_transporte_madrid:5650,Arcos De Jalón - Avenida De Canillejas,emt,2,0.0018,0.0455,0.000294
crtm_red_transporte_madrid:914,Toledo - Pasillo Verde,emt,3,0.0018,0.0521,0.000356
crtm_red_transporte_madrid:293,Alberto Alcocer - Padre Damián,emt,2,0.0018,0.0473,0.000284
crtm_red_transporte_madrid:72,Cibeles - Casa De América,emt,3,0.00179,0.0611,0.000334
crtm_red_transporte_madrid:5036,Delicias - Cáceres,emt,3,0.00178,0.0527,0.000411
crtm_red_transporte_madrid:737,Altamirano,emt,2,0.00178,0.0531,0.000238
crtm_red_transporte_madrid:3012,Julián Camarillo - Miguel Yuste,emt,2,0.00178,0.0493,0.000313
crtm_red_transporte_madrid:4645,Avenida De Entrevías - Esteban Carros,emt,2,0.00177,0.0383,0.000272
crtm_red_transporte_madrid:2138,Paseo De La Habana - Veracruz,emt,2,0.00176,0.045,0.000321
crtm_red_transporte_madrid:347,General Ricardos - Eugenia De Montijo,emt,2,0.00176,0.0413,0.000298
crtm_red_transporte_madrid:4411,Metro Las Rosas,emt,4,0.00176,0.0498,0.000451
crtm_red_transporte_madrid:2553,Carpetana,emt,3,0.00175,0.0438,0.000415
crtm_red_transporte_madrid:5256,Avenida De Los Poblados - Avenida Orcasur,emt,2,0.00175,0.0362,0.000283
crtm_red_transporte_madrid:837,Hacienda De Pavones - Alonso De Tobar,emt,2,0.00175,0.0452,0.000268
crtm_red_transporte_madrid:2549,Valvanera - Tórtola,emt,2,0.00175,0.0454,0.000271
crtm_red_transporte_madrid:2872,Hospital 12 Octubre,emt,2,0.00174,0.0349,0.000307
