nodo,parada,modo,grado,intermediacion,cercania,pagerank
crtm_red_transporte_madrid:3208,Empalme,emt,4,0.01713,0.0402,0.000589
crtm_red_transporte_madrid:682,Alcalá - Manuel Becerra,emt,3,0.01712,0.063,0.000335
crtm_red_transporte_madrid:960,Marqués De Corbera - Montejurra,emt,2,0.01688,0.0593,0.000261
crtm_red_transporte_madrid:1353,Herrera Oria - Camino Fuencarral,emt,4,0.01683,0.04,0.000502
crtm_red_transporte_madrid:3355,Pío Felipe - Jadraque,emt,2,0.01679,0.0539,0.000266
crtm_red_transporte_madrid:1828,Indalecio Prieto - Los Juglares,emt,3,0.01676,0.0545,0.000426
crtm_red_transporte_madrid:1550,Herrera Oria - Gómez De La Serna,emt,4,0.01675,0.0388,0.00053
crtm_red_transporte_madrid:1009,Buenos Aires,emt,5,0.01669,0.0484,0.00059
crtm_red_transporte_madrid:658,Intercambiador De Aluche,emt,4,0.01665,0.0395,0.00052
crtm_red_transporte_madrid:3620,Travesía Costa Brava,emt,2,0.01665,0.0482,0.000271
crtm_red_transporte_madrid:4302,Colonia Jardín,emt,2,0.01659,0.0411,0.000292
crtm_red_transporte_madrid:2517,Pío Felipe - Benjamín Palencia,emt,4,0.01654,0.0515,0.000542
crtm_red_transporte_madrid:962,Marqués De Corbera - Gerardo Cordón,emt,5,0.01653,0.0563,0.00063
crtm_red_transporte_madrid:1969,Metro Méndez Álvaro,emt,3,0.01653,0.0563,0.000353
crtm_red_transporte_madrid:421,Nuevos Ministerios - Joaquín Costa,emt,3,0.01651,0.0605,0.000311
crtm_red_transporte_madrid:1188,Beata,emt,3,0.01642,0.0531,0.000365
crtm_red_transporte_madrid:1762,Costa Brava - La Masó,emt,4,0.01641,0.0443,0.000475
crtm_red_transporte_madrid:1883,Puerta De Toledo,emt,5,0.01641,0.0565,0.000542
crtm_red_transporte_madrid:1357,Herrera Oria - Isla De Arosa,emt,2,0.01634,0.04,0.000274
crtm_red_transporte_madrid:3611,Metro Palas Del Rey,emt,3,0.01618,0.0535,0.000384
crtm_red_transporte_madrid:3621,Centro Universitario Villanueva,emt,2,0.01604,0.0461,0.000265
crtm_red_transporte_madrid:6315,Ctra. De El Pardo - Alberca,emt,3,0.01601,0.0396,0.00041
crtm_red_transporte_madrid:1368,Monforte De Lemos - La Vaguada,emt,6,0.01596,0.0451,0.000676
crtm_red_transporte_madrid:2360,Puerta De Toledo,emt,3,0.01593,0.0562,0.000324
crtm_red_transporte_madrid:37,Castellana - San Germán,emt,5,0.01585,0.0514,0.000605
crtm_red_transporte_madrid:2332,Quintana,emt,3,0.01582,0.0522,0.00039
crtm_red_transporte_madrid:1017,Miguel Hernández,emt,3,0.01578,0.0437,0.000354
crtm_red_transporte_madrid:1195,Doctor Pérez Domínguez,emt,4,0.01572,0.0351,0.000497
crtm_red_transporte_madrid:1007,Portazgo,emt,3,0.01572,0.0505,0.000372
crtm_red_transporte_madrid:1124,Legazpi - Matadero,emt,5,0.0157,0.0523,0.000524
crtm_red_transporte_madrid:2130,Mariano De Cavia,emt,4,0.01569,0.0602,0.000447
crtm_red_transporte_madrid:2179,Alberto Palacios - Aladierna,emt,3,0.01568,0.0329,0.000388
crtm_red_transporte_madrid:412,Parque De Berlín,emt,4,0.01556,0.0528,0.000523
crtm_red_transporte_madrid:1005,Avenida De La Albufera - Sierra Del Cadi,emt,2,0.01554,0.0528,0.000257
crtm_red_transporte_madrid:4325,Puente De Vallecas - Peña Prieta,emt,3,0.01551,0.0581,0.000368
crtm_red_transporte_madrid:5093,Felipe Ii,emt,4,0.01544,0.0654,0.000455
crtm_red_transporte_madrid:2364,Ronda De Segovia - Imperial,emt,4,0.01543,0.0551,0.000419
crtm_red_transporte_madrid:1826,Indalecio Prieto - Los Pinillas,emt,3,0.01538,0.0519,0.000424
crtm_red_transporte_madrid:2330,Alcalá - Mateo García,emt,2,0.01537,0.054,0.000268
crtm_red_transporte_madrid:3829,Manuel Becerra,emt,3,0.0153,0.0648,0.000308
crtm_red_transporte_madrid:50,Nuevos Ministerios - Centro Comercial,emt,3,0.01525,0.0559,0.000404
crtm_red_transporte_madrid:2608,El Bosco - Pío Felipe,emt,3,0.01525,0.0566,0.000356
crtm_red_transporte_madrid:2336,Alcalá - Arcones Gil,emt,4,0.01519,0.0495,0.000462
crtm_red_transporte_madrid:1168,Embajadores - Batalla Del Salado,emt,2,0.01518,0.0552,0.000244
crtm_red_transporte_madrid:3211,Avenida De Los Poblados - Guareña,emt,2,0.01515,0.0398,0.000293
crtm_red_transporte_madrid:2917,Estación Sur,emt,3,0.01509,0.0537,0.000384
crtm_red_transporte_madrid:2181,Alberto Palacios - Juan Peñalver,emt,3,0.01505,0.0319,0.000416
crtm_red_transporte_madrid:3209,Avenida De Los Poblados - Aluche,emt,2,0.01504,0.0395,0.000286
crtm_red_transporte_madrid:5361,Fuente Carrantona - José Bergamín,emt,2,0.01501,0.0616,0.000259
crtm_red_transporte_madrid:302,José María Soler,emt,5,0.015,0.0467,0.000639
crtm_red_transporte_madrid:3972,La Gavia - Villamayor De Santiago,emt,2,0.01498,0.0391,0.000292
crtm_red_transporte_madrid:621,Los Cármenes,emt,4,0.01479,0.049,0.000477
crtm_red_transporte_madrid:4341,El Bosco - Humanes,emt,2,0.0147,0.0537,0.000251
crtm_red_transporte_madrid:2334,Pueblo Nuevo,emt,2,0.01469,0.0506,0.000258
crtm_red_transporte_madrid:1572,Bravo Murillo - Lope De Haro,emt,3,0.01464,0.0541,0.000373
crtm_red_transporte_madrid:3615,Metro Las Tablas,emt,2,0.01456,0.0509,0.000263
crtm_red_transporte_madrid:529,Miguel Ángel,emt,5,0.01456,0.0561,0.000631
crtm_red_transporte_madrid:1058,Fuente Carrantona - García Tapia,emt,3,0.01455,0.0553,0.000367
crtm_red_transporte_madrid:1577,Metro Francos Rodríguez,emt,4,0.01443,0.0493,0.000507
crtm_red_transporte_madrid:4395,Fuente Carrantona - García Tapia,emt,2,0.0144,0.0582,0.000263
crtm_red_transporte_madrid:3975,La Gavia - Las Suertes,emt,2,0.01434,0.0376,0.000297
crtm_red_transporte_madrid:47,Azca,emt,2,0.01428,0.054,0.000271
crtm_red_transporte_madrid:42,Lima - Santiago Bernabéu,emt,3,0.01425,0.0523,0.000378
crtm_red_transporte_madrid:3766,Las Tablas,emt,4,0.01422,0.0487,0.0005
crtm_red_transporte_madrid:2367,Parque De Atenas,emt,4,0.01422,0.0544,0.000404
crtm_red_transporte_madrid:2568,Martínez De La Riva - Puerto Bonaigua,emt,3,0.01415,0.0479,0.000357
crtm_red_transporte_madrid:3979,La Gavia,emt,3,0.01413,0.0353,0.000412
crtm_red_transporte_madrid:299,Chile,emt,3,0.01408,0.0495,0.000377
crtm_red_transporte_madrid:399,Federico Mompou - Isabel Colbrand,emt,4,0.01405,0.0482,0.000518
crtm_red_transporte_madrid:1366,Junta Municipal Fuencarral,emt,2,0.01399,0.044,0.000242
crtm_red_transporte_madrid:3593,Palos De La Frontera,emt,2,0.01392,0.0554,0.00026
crtm_red_transporte_madrid:4885,Avenida De Los Andes - Centro Comercial,emt,2,0.01387,0.0405,0.000287
crtm_red_transporte_madrid:3977,La Gavia - Ensanche De Vallecas,emt,2,0.01374,0.0364,0.000293
crtm_red_transporte_madrid:17388,Carretera San Blas A Coslada Frente Metropolitano,emt,2,0.01371,0.0494,0.000255
crtm_red_transporte_madrid:1103,Carlos Martín Álvarez - Javier De Miguel,emt,4,0.0137,0.0503,0.000473
crtm_red_transporte_madrid:1958,Unidad,emt,2,0.01367,0.0433,0.000274
crtm_red_transporte_madrid:424,Velázquez - Goya,emt,4,0.01362,0.0625,0.000436
crtm_red_transporte_madrid:4187,Calderilla - Centro Comercial,emt,5,0.01361,0.0491,0.000554
crtm_red_transporte_madrid:2570,Martínez De La Riva - Candilejas,emt,3,0.01359,0.0459,0.000377
crtm_red_transporte_madrid:1976,Centro Dotacional Arganzuela,emt,3,0.01352,0.0505,0.000415
crtm_red_transporte_madrid:1066,Avenida De Daroca - Calahorra,emt,4,0.01347,0.0644,0.000407
crtm_red_transporte_madrid:1824,Indalecio Prieto - José Prat,emt,2,0.01346,0.0495,0.000301
crtm_red_transporte_madrid:2920,Méndez Álvaro - Estación Sur,emt,4,0.01346,0.0514,0.000548
crtm_red_transporte_madrid:545,La Latina,emt,7,0.01341,0.0567,0.000846
crtm_red_transporte_madrid:1315,Avenida De Logroño - Ariadna,emt,4,0.01341,0.0606,0.000477
crtm_red_transporte_madrid:2421,Metro Palos De La Frontera,emt,3,0.01336,0.0527,0.000422
crtm_red_transporte_madrid:3413,Orovilla - Dulzura,emt,3,0.01336,0.0401,0.000387
crtm_red_transporte_madrid:2976,Gutiérrez Canales,emt,3,0.01335,0.0614,0.000355
crtm_red_transporte_madrid:5022,Consejo De Europa - Juan De Borbón,emt,3,0.01332,0.039,0.000416
crtm_red_transporte_madrid:4908,Duque De Pastrana,emt,5,0.01321,0.046,0.000568
crtm_red_transporte_madrid:871,Puente De Segovia - Paseo De Extremadura,emt,6,0.01319,0.0514,0.00067
crtm_red_transporte_madrid:5678,Cabellera Berenice - Valle Toranzo,emt,4,0.01313,0.0346,0.00048
crtm_red_transporte_madrid:221,Metro Arturo Soria,emt,2,0.01311,0.045,0.000243
crtm_red_transporte_madrid:3513,Samaniego - Campezo,emt,4,0.0131,0.0472,0.000492
crtm_red_transporte_madrid:1959,Rafaela Ybarra - Alzola,emt,2,0.01308,0.0417,0.00029
crtm_red_transporte_madrid:5867,Sauceda - Azul,emt,3,0.01305,0.0535,0.000417
crtm_red_transporte_madrid:58,Emilio Castelar,emt,3,0.01301,0.0582,0.000346
crtm_red_transporte_madrid:1575,Francos Rodríguez - Numancia,emt,3,0.01299,0.0502,0.000381
crtm_red_transporte_madrid:5321,San Cipriano - Minerva,emt,5,0.01295,0.0573,0.000576
crtm_red_transporte_madrid:1247,Juan Bravo - Francisco Silvela,emt,5,0.01293,0.0642,0.000612
crtm_red_transporte_madrid:2547,Oca - Matilde Hernández,emt,4,0.0129,0.0476,0.000481
crtm_red_transporte_madrid:2966,La Vía - Plaza Elíptica,emt,2,0.01289,0.0545,0.000256
crtm_red_transporte_madrid:2515,Buenos Aires,emt,2,0.01288,0.0494,0.000267
crtm_red_transporte_madrid:1822,José Prat - Democracia,emt,2,0.01287,0.0474,0.000309
crtm_red_transporte_madrid:5378,Glorieta De Málaga,emt,3,0.01284,0.0449,0.000369
crtm_red_transporte_madrid:1355,Herrera Oria - Gómez De La Serna,emt,2,0.01278,0.0416,0.000265
crtm_red_transporte_madrid:5188,Sepúlveda - Los Yébenes,emt,4,0.01271,0.0452,0.000505
crtm_red_transporte_madrid:1011,Instituto Tirso De Molina,emt,3,0.01261,0.0486,0.000364
crtm_red_transporte_madrid:1193,Puente Alcocer,emt,4,0.01261,0.0357,0.000507
crtm_red_transporte_madrid:292,Rafaela Ybarra - Centro Comercial,emt,3,0.01259,0.0402,0.000444
crtm_red_transporte_madrid:2353,Metro San Blas,emt,5,0.01258,0.0521,0.000544
crtm_red_transporte_madrid:300,Costa Rica,emt,3,0.01252,0.0478,0.000403
crtm_red_transporte_madrid:327,Pirámides,emt,7,0.01243,0.0562,0.000746
crtm_red_transporte_madrid:1484,Valmojado - Maqueda,emt,3,0.01243,0.0401,0.000386
crtm_red_transporte_madrid:5652,Herrera Oria - Islas Marquesas,emt,2,0.0124,0.0406,0.000269
crtm_red_transporte_madrid:4839,Batalla Del Salado - Delicias,emt,3,0.01238,0.0481,0.000452
crtm_red_transporte_madrid:1185,Glorieta De La Medusa,emt,2,0.01238,0.058,0.000277
crtm_red_transporte_madrid:1191,Alcocer - Paseo Talleres,emt,3,0.01235,0.0366,0.000373
crtm_red_transporte_madrid:4587,Opañel,emt,2,0.01232,0.0519,0.000263
crtm_red_transporte_madrid:1820,Mediterráneo - Democracia,emt,2,0.01229,0.0455,0.000314
crtm_red_transporte_madrid:3849,Ensanche De Vallecas - Peñaranda,emt,3,0.01228,0.0341,0.000405
crtm_red_transporte_madrid:3181,Avenida De Los Poblados - Vía Lusitana,emt,3,0.01226,0.0518,0.000392
crtm_red_transporte_madrid:822,Astros,emt,4,0.01224,0.0601,0.000468
crtm_red_transporte_madrid:4373,Centro De Salud Pavones,emt,4,0.01223,0.0521,0.000484
crtm_red_transporte_madrid:2794,Avenida Poblados - Eduardo Barreiros,emt,2,0.01222,0.0431,0.000272
crtm_red_transporte_madrid:1980,Peña Prieta,emt,3,0.01208,0.0551,0.000402
crtm_red_transporte_madrid:5020,Avenida De Asturias - Pinos Baja,emt,5,0.01202,0.0447,0.000637
crtm_red_transporte_madrid:1476,Valmojado - Seseña,emt,2,0.01198,0.0454,0.000263
crtm_red_transporte_madrid:5549,Camino Viejo Leganés - Valle De Oro,emt,3,0.01195,0.0503,0.000372
crtm_red_transporte_madrid:1230,Alonso Martínez,emt,3,0.01193,0.0569,0.000376
crtm_red_transporte_madrid:1199,Ciudad Lineal,emt,4,0.01184,0.0478,0.000468
crtm_red_transporte_madrid:5211,Alberto Palacios - Ferroviarios,emt,2,0.01181,0.0309,0.000296
crtm_red_transporte_madrid:5390,Medina De Pomar,emt,3,0.01177,0.0639,0.000367
crtm_red_transporte_madrid:1935,Glorieta De Cádiz,emt,4,0.01177,0.0508,0.000442
crtm_red_transporte_madrid:2797,Eduardo Barreiros - Salvador Martínez,emt,3,0.01176,0.0401,0.000402
crtm_red_transporte_madrid:1249,Conde De Las Posadas,emt,2,0.01175,0.0549,0.000299
crtm_red_transporte_madrid:5752,Democracia - Arboleda,emt,2,0.01174,0.0438,0.000308
crtm_red_transporte_madrid:2801,Eduardo Barreiros - Avenida De Los Rosales,emt,2,0.01162,0.0414,0.000279
crtm_red_transporte_madrid:4584,Golondrina - Brújula,emt,6,0.01162,0.036,0.00065
crtm_red_transporte_madrid:1056,Fuente Carrantona - Luis De Hoyos,emt,4,0.01162,0.0525,0.000498
crtm_red_transporte_madrid:4693,Sierra Guadalupe,emt,5,0.01159,0.0423,0.000756
crtm_red_transporte_madrid:2922,Avenida De Entrevías - Méndez Álvaro,emt,2,0.01145,0.049,0.000294
crtm_red_transporte_madrid:1478,Valmojado - Camarena,emt,2,0.01145,0.0438,0.000279
crtm_red_transporte_madrid:1397,Santa Engracia - Bretón De Los Herreros,emt,4,0.01143,0.0565,0.000471
crtm_red_transporte_madrid:623,Duquesa De Parcent,emt,2,0.0114,0.0468,0.000267
crtm_red_transporte_madrid:2369,Martínez Izquierdo,emt,5,0.01128,0.0579,0.000575
crtm_red_transporte_madrid:4696,Montes De Barbanza - Sierra Del Eje,emt,4,0.01128,0.0369,0.000519
crtm_red_transporte_madrid:1480,Illescas - Valmojado,emt,3,0.01126,0.0424,0.000417
crtm_red_transporte_madrid:1676,Metro Francos Rodríguez,emt,3,0.0112,0.0483,0.000398
crtm_red_transporte_madrid:4714,Samaria,emt,3,0.0112,0.0632,0.000318
crtm_red_transporte_madrid:1350,Herrera Oria - Arroyofresno,emt,2,0.01118,0.0395,0.000276
crtm_red_transporte_madrid:4488,Valcarlos - Puente La Reina,emt,2,0.01117,0.051,0.000286
crtm_red_transporte_madrid:1573,Francos Rodríguez - Villaamil,emt,2,0.01116,0.0517,0.000263
crtm_red_transporte_madrid:3559,Domingo Párraga - Astillero,emt,2,0.01116,0.03,0.000303
crtm_red_transporte_madrid:4298,Herrera Oria - Instituto De Estudios Fiscales,emt,2,0.01113,0.0394,0.000282
crtm_red_transporte_madrid:1258,Prunos - Sándalo,emt,2,0.01113,0.0522,0.000311
crtm_red_transporte_madrid:5402,Alcalde Moreno Torres,emt,4,0.01111,0.0487,0.000488
crtm_red_transporte_madrid:5700,Alfonso Xii - Estación De Atocha,emt,2,0.01108,0.0459,0.000311
crtm_red_transporte_madrid:51129,Cebreros - Sepúlveda,emt,2,0.01108,0.0457,0.000272
crtm_red_transporte_madrid:1232,Metro Colón,emt,2,0.011,0.0589,0.000245
crtm_red_transporte_madrid:3308,Pablo Neruda - Santos Inocentes,emt,3,0.011,0.0442,0.000383
crtm_red_transporte_madrid:1670,Rubio Y Galí - Jerónima Llorente,emt,4,0.01099,0.0546,0.000467
crtm_red_transporte_madrid:2029,Junta Municipal De Hortaleza,emt,4,0.01093,0.0424,0.000445
crtm_red_transporte_madrid:625,Duquesa De Parcent - Cuart De Poblet,emt,3,0.01093,0.0449,0.000414
crtm_red_transporte_madrid:1196,Villaverde Alto,emt,3,0.01091,0.034,0.00038
crtm_red_transporte_madrid:2924,Avenida De Entrevías - Convenio,emt,2,0.01084,0.0469,0.000303
crtm_red_transporte_madrid:3366,Tierno Galván - Planetario,emt,4,0.01084,0.0575,0.000433
crtm_red_transporte_madrid:2426,Marcelo Usera - Gabriel Usera,emt,3,0.01083,0.0524,0.000378
crtm_red_transporte_madrid:5014,Avenida De Asturias - Plaza De Castilla,emt,2,0.01082,0.0491,0.000267
crtm_red_transporte_madrid:1398,Metro Ríos Rosas,emt,3,0.01082,0.0587,0.000338
crtm_red_transporte_madrid:3869,Camino De Santiago - Atapuerca,emt,4,0.01078,0.0471,0.000513
crtm_red_transporte_madrid:1122,Casa Del Reloj,emt,3,0.01076,0.052,0.000347
crtm_red_transporte_madrid:1846,Mar Caspio,emt,4,0.01073,0.0377,0.000511
crtm_red_transporte_madrid:1678,Ofelia Nieto,emt,3,0.01068,0.0464,0.000424
crtm_red_transporte_madrid:499,Ingenieros Navales,emt,3,0.01066,0.0498,0.000359
crtm_red_transporte_madrid:4490,Camino De Santiago - Valcarlos,emt,2,0.01061,0.0489,0.000279
crtm_red_transporte_madrid:5016,Avenida De Asturias - Cañaveral,emt,3,0.01059,0.0471,0.0004
crtm_red_transporte_madrid:1542,Piedrafita Del Cebrero,emt,4,0.01056,0.0432,0.000506
crtm_red_transporte_madrid:3775,Camino De Santiago - San Juan De Ortega,emt,5,0.01055,0.0457,0.000614
crtm_red_transporte_madrid:3899,Villaverde Alto,emt,2,0.01052,0.0292,0.000301
crtm_red_transporte_madrid:5911,Valdebebas Cercanías,emt,4,0.01052,0.0351,0.000479
crtm_red_transporte_madrid:423,Velázquez - Villanueva,emt,2,0.01052,0.065,0.000229
crtm_red_transporte_madrid:1259,Prunos - Petunias,emt,2,0.01051,0.0498,0.000318
crtm_red_transporte_madrid:5255,Francisco Pi Y Margall - Príncipe Carlos,emt,2,0.01043,0.0465,0.000271
crtm_red_transporte_madrid:3672,Arcaute,emt,3,0.01043,0.0451,0.000371
crtm_red_transporte_madrid:3476,Príncipe De Viana - Arenas Navarro,emt,2,0.01043,0.0335,0.000279
crtm_red_transporte_madrid:2176,Cuesta De Moyano,emt,2,0.01043,0.0439,0.00032
crtm_red_transporte_madrid:4987,Villamanín,emt,2,0.01043,0.0437,0.000289
crtm_red_transporte_madrid:1151,Guabairo,emt,5,0.01041,0.0427,0.000584
crtm_red_transporte_madrid:686,Alcalá - Bocángel,emt,3,0.0104,0.0594,0.000374
crtm_red_transporte_madrid:7562,Guabairo 6,emt,4,0.01038,0.0442,0.00047
crtm_red_transporte_madrid:2839,Glorieta San Martín De La Vega,emt,3,0.01038,0.0375,0.000397
crtm_red_transporte_madrid:1019,Avenida De La Albufera - Miguel Hernández,emt,4,0.01037,0.042,0.000463
crtm_red_transporte_madrid:930,Antonio López - Avenida De Córdoba,emt,4,0.01035,0.0502,0.000442
crtm_red_transporte_madrid:1674,Metro Francos Rodríguez,emt,3,0.01034,0.0508,0.000387
crtm_red_transporte_madrid:2905,Bronce,emt,4,0.01032,0.0499,0.000499
crtm_red_transporte_madrid:3304,Pablo Neruda - Buenos Aires,emt,5,0.0103,0.0413,0.000615
crtm_red_transporte_madrid:5333,Emilio Castelar,emt,4,0.01026,0.0596,0.000462
crtm_red_transporte_madrid:1794,Carretera De Vallecas - Sáhara,emt,5,0.01026,0.0374,0.000604
crtm_red_transporte_madrid:5400,Pi Y Margall - Alcalá Zamora,emt,3,0.01023,0.0447,0.00042
crtm_red_transporte_madrid:2926,Avenida De Entrevías - Mejorana,emt,2,0.01023,0.0449,0.000302
crtm_red_transporte_madrid:5465,Rafaela Ybarra - Centro De Mayores,emt,2,0.01015,0.0388,0.000306
crtm_red_transporte_madrid:2296,Intercambiador De Príncipe Pío,emt,5,0.01014,0.0522,0.00051
crtm_red_transporte_madrid:3715,Vista Alegre,emt,2,0.01009,0.0457,0.000251
crtm_red_transporte_madrid:824,Estrella,emt,2,0.01,0.0568,0.000254
crtm_red_transporte_madrid:3562,Domingo Párraga - Astillero,emt,4,0.00992,0.0284,0.000581
crtm_red_transporte_madrid:1305,Arroyo Del Santo,emt,2,0.0099,0.0476,0.000322
crtm_red_transporte_madrid:210,Caidos División Azul,emt,4,0.00988,0.0472,0.000476
crtm_red_transporte_madrid:717,Cartagena,emt,4,0.00988,0.0581,0.000527
crtm_red_transporte_madrid:3623,Paco De Lucía,emt,6,0.00986,0.0425,0.000696
crtm_red_transporte_madrid:60,Castellana - Rubén Darío,emt,3,0.00986,0.0588,0.000381
crtm_red_transporte_madrid:2424,Usera,emt,2,0.00983,0.0503,0.000254
crtm_red_transporte_madrid:3414,Villafuerte,emt,2,0.0098,0.0387,0.000261
crtm_red_transporte_madrid:5160,Metro Menéndez Pelayo,emt,4,0.00979,0.0605,0.000448
crtm_red_transporte_madrid:2033,López De Hoyos - Gran Vía De Hortaleza,emt,3,0.00979,0.0409,0.000362
crtm_red_transporte_madrid:2626,Batán,emt,3,0.00979,0.0419,0.000446
crtm_red_transporte_madrid:3478,Príncipe De Viana - Miravalles,emt,2,0.00978,0.0324,0.000301
crtm_red_transporte_madrid:2174,Alfonso Xii - Jardín Botánico,emt,2,0.00978,0.0421,0.000322
crtm_red_transporte_madrid:2423,Marcelo Usera - Olvido,emt,3,0.00978,0.0493,0.000346
crtm_red_transporte_madrid:2337,Alcalá - Arcones Gil,emt,2,0.00978,0.0457,0.000276
crtm_red_transporte_madrid:3674,Yécora - Invierno,emt,3,0.00978,0.0431,0.00038
crtm_red_transporte_madrid:5237,Príncipe De Vergara - Francisco Silvela,emt,4,0.00968,0.0596,0.000489
crtm_red_transporte_madrid:2928,Cardeñosa - Avenida De Entrevías,emt,2,0.00964,0.0432,0.000294
crtm_red_transporte_madrid:5600,Oporto,emt,2,0.00959,0.0485,0.000256
crtm_red_transporte_madrid:4626,Rafaela Ybarra Acceso Peugeot,emt,2,0.00957,0.0375,0.000311
crtm_red_transporte_madrid:1503,Betanzos - Fernández Almagro,emt,4,0.00951,0.0428,0.000474
crtm_red_transporte_madrid:4865,Avenida De Los Rosales - Silvina,emt,2,0.00948,0.0362,0.000286
crtm_red_transporte_madrid:35,Cuzco,emt,3,0.00944,0.0497,0.000384
crtm_red_transporte_madrid:826,Vinateros - Centro Comercial,emt,4,0.00939,0.0539,0.000496
crtm_red_transporte_madrid:457,Ramón Y Cajal - Víctor De La Serna,emt,2,0.00937,0.0504,0.000285
crtm_red_transporte_madrid:1076,Calahorra,emt,3,0.00936,0.0607,0.000324
crtm_red_transporte_madrid:3277,Vicente Aleixandre,emt,2,0.00935,0.0539,0.000272
crtm_red_transporte_madrid:3587,Machupichu - Papa Negro,emt,2,0.00931,0.0456,0.000323
crtm_red_transporte_madrid:408,Avenida De La Paz,emt,4,0.00928,0.0448,0.000502
crtm_red_transporte_madrid:2342,Amposta - Pobladura Del Valle,emt,5,0.00928,0.0497,0.000567
crtm_red_transporte_madrid:1359,Fermín Caballero - Betanzos,emt,4,0.00927,0.0405,0.000482
crtm_red_transporte_madrid:2035,López De Hoyos - Ángel Luis Herrán,emt,2,0.00925,0.0396,0.000267
crtm_red_transporte_madrid:1967,Méndez Álvaro - Repsol,emt,4,0.00922,0.0558,0.000487
crtm_red_transporte_madrid:5018,Metro La Ventilla,emt,2,0.0092,0.0456,0.00027
crtm_red_transporte_madrid:1281,Cartagena,emt,2,0.00916,0.0609,0.000259
crtm_red_transporte_madrid:2172,Casón Del Buen Retiro,emt,2,0.00914,0.0404,0.000326
crtm_red_transporte_madrid:4628,Príncipe De Viana - Proción,emt,2,0.00914,0.0314,0.000313
crtm_red_transporte_madrid:2335,Pueblo Nuevo,emt,2,0.00914,0.0437,0.000298
crtm_red_transporte_madrid:4635,Alsacia,emt,3,0.00912,0.0615,0.000359
crtm_red_transporte_madrid:2929,Cardeñosa - Lagartera,emt,3,0.00909,0.0416,0.000409
crtm_red_transporte_madrid:1985,Avenida De La Hispanidad - Dique Sur,emt,2,0.00909,0.0643,0.000238
crtm_red_transporte_madrid:1680,Villaamil - San Restituto,emt,2,0.00905,0.045,0.000289
